Name,AttackingWorkRate,DefensiveWorkRate,PaceTotal,ShootingTotal,PassingTotal,DribblingTotal,DefendingTotal,PhysicalityTotal,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,GroupedPosition
J. Bone,1,1,65,55,58,58,55,57,55,57,55,60,55,55,58,55,60,58,64,66,65,59,70,48,65,60,56,55,55,61,52,58,61,55,55,55,40,6,11,11,13,11,MF
A. Romeo,1,1,63,42,54,62,47,54,40,40,44,64,31,58,33,37,60,63,64,63,76,55,83,51,44,64,48,36,58,51,56,55,40,49,44,49,42,11,9,11,10,15,MF
F. Schneider,1,1,54,54,56,59,54,61,50,51,53,63,49,58,43,33,59,61,55,54,63,58,60,63,55,60,62,53,62,45,57,54,54,47,51,60,61,15,14,12,12,10,MF
R. Voisine,1,1,53,33,31,40,58,62,30,28,73,38,38,35,26,24,29,43,60,47,58,49,30,42,33,41,69,35,76,52,29,26,32,40,51,62,62,6,14,8,14,11,DF
A. Saldaña,2,2,59,49,57,60,50,63,37,42,46,65,38,57,59,55,60,60,62,57,68,56,70,55,56,61,64,63,63,48,48,59,42,62,54,50,48,14,5,11,8,13,MF
G. Poynton,1,1,62,53,55,56,53,65,54,51,52,57,51,55,57,55,56,55,64,61,61,55,55,55,63,63,66,57,64,53,51,52,58,53,50,55,54,6,10,8,11,14,DF
R. Donelon,2,1,70,34,55,56,52,59,57,22,42,54,19,55,59,66,52,53,69,70,65,45,79,43,65,71,56,49,49,52,58,52,35,57,55,51,53,14,14,12,9,14,DF
M. Al Saeed,1,2,70,42,57,60,50,55,62,36,42,58,49,59,56,51,51,58,69,71,70,55,66,52,59,57,61,40,37,51,55,55,46,50,50,52,53,14,12,8,12,8,MF
N. Awuku,1,1,69,55,47,60,24,63,57,61,53,52,41,60,37,24,35,59,71,68,69,52,70,55,71,54,74,46,45,13,57,47,49,44,20,28,18,11,7,10,13,12,FW
Li Tixiang,1,1,67,51,53,57,58,71,47,38,57,59,31,53,33,48,63,57,68,66,63,56,76,73,73,76,71,65,66,61,58,49,38,58,56,60,57,12,15,13,10,11,DF
J. Torres,2,1,64,53,57,61,55,54,42,54,55,63,47,63,51,55,61,61,64,64,62,50,67,49,58,55,56,55,46,51,52,58,58,55,55,58,58,13,11,13,6,9,MF
D. Grujcic,1,1,45,23,37,45,57,69,26,18,66,47,27,41,26,28,43,45,48,42,59,52,40,37,46,54,81,17,63,53,27,33,34,42,56,60,54,14,12,6,11,15,DF
E. Satılmış,1,1,62,59,58,56,18,54,12,7,11,23,5,9,13,11,15,19,16,20,27,50,22,44,33,23,62,7,27,9,8,24,14,39,5,13,10,62,59,58,54,56,GK
L. Tolaj,2,2,66,57,46,58,33,67,37,58,56,52,52,56,50,42,39,57,70,63,73,53,66,58,65,59,71,54,67,27,59,52,59,53,30,34,28,8,8,12,13,5,FW
F. Gebhardt,1,1,60,58,58,58,45,55,18,14,13,34,15,13,17,16,27,22,45,46,36,54,50,44,60,40,70,14,27,23,15,25,20,36,14,20,13,60,58,58,55,58,GK
A. Al-Hamawi,1,1,66,57,40,56,21,57,26,61,53,51,48,55,31,30,34,58,65,67,60,55,60,58,60,46,64,50,50,17,56,42,54,51,17,19,12,6,13,7,14,14,FW
K. Jodłowski,1,2,60,36,55,51,55,64,40,31,46,65,31,49,39,37,57,48,59,60,58,58,64,52,63,61,67,28,59,50,50,59,47,59,55,60,59,9,10,12,13,5,MF
M. Welch-Hayes,1,1,72,37,47,52,56,68,50,37,56,49,33,49,42,34,49,49,70,73,69,52,59,40,74,71,69,29,61,54,46,45,43,53,54,58,58,15,6,6,6,6,DF
S. Brown,1,1,58,56,55,56,51,57,11,15,12,24,14,14,12,11,25,23,52,50,63,56,46,41,64,28,56,15,27,24,13,25,19,60,22,12,17,58,56,55,57,56,GK
A. Al Sultan,0,1,63,44,57,58,53,53,52,40,40,62,28,56,38,48,59,59,64,62,67,50,77,54,49,59,48,45,59,57,52,57,46,48,53,56,52,13,8,11,6,8,MF
B. Lyons-Foster,1,1,51,29,42,44,58,60,36,24,59,51,30,37,33,28,43,47,54,49,48,52,63,42,63,47,67,23,59,58,30,39,47,49,56,60,55,6,10,9,8,6,DF
N. Al Aqidi,1,1,62,59,57,51,31,58,15,7,14,31,9,8,14,10,22,25,30,32,38,49,44,43,65,23,46,8,19,10,4,29,14,37,8,11,12,62,59,57,58,51,GK
O. Crankshaw,1,1,76,57,52,61,40,61,57,56,49,52,48,62,59,54,47,59,76,76,66,55,62,59,52,70,59,58,55,35,57,49,53,55,40,42,34,6,6,7,11,11,MF
M. Obedeanu,1,1,71,46,56,64,36,48,52,44,38,60,45,63,59,47,51,62,75,68,76,47,75,50,53,63,40,46,47,30,53,57,45,59,40,35,32,7,13,9,14,15,MF
D. González,1,1,59,57,58,58,34,55,13,7,15,29,9,7,13,12,25,18,35,33,27,55,42,44,61,22,61,8,17,10,8,33,18,35,8,11,13,59,57,58,55,58,GK
V. Zumberi,1,1,58,31,34,35,61,60,24,25,60,42,31,27,36,24,36,38,62,54,40,45,50,50,65,54,66,25,52,60,22,31,35,44,59,64,59,15,8,6,10,5,DF
J. Rojas,2,1,64,55,58,62,53,58,51,55,55,61,45,63,55,60,56,60,62,66,65,53,70,55,70,60,57,58,55,50,61,60,55,55,55,53,50,8,6,7,7,5,MF
M. Backhaus,1,1,61,55,57,63,19,57,10,8,12,22,8,13,13,13,22,19,15,24,39,39,29,43,36,25,57,6,18,13,4,29,12,32,7,10,11,61,55,57,57,63,GK
Espigares,0,2,55,34,46,41,60,57,33,26,60,59,29,33,29,27,56,41,56,55,55,57,54,54,64,56,55,33,60,60,30,39,46,55,58,60,61,11,6,11,8,13,DF
N. Huggins,2,1,72,47,52,58,52,53,57,44,49,55,40,55,39,32,49,57,76,69,65,56,82,50,57,63,53,51,40,48,50,53,57,51,55,55,49,12,14,14,13,15,MF
A. Hdheriti,1,0,71,58,40,57,23,58,33,61,58,43,53,56,36,35,30,54,70,71,72,51,68,58,71,59,58,54,51,18,60,49,58,56,23,15,17,13,8,12,16,12,FW
J. Kisiel,1,1,62,37,50,53,56,66,40,31,47,60,32,51,42,38,55,53,62,62,59,54,60,53,64,66,68,35,63,57,38,44,47,48,56,57,59,14,10,14,10,8,DF
M. Rakneberg,1,1,72,56,52,61,30,55,52,57,45,54,48,62,52,45,42,59,71,73,69,47,66,62,52,55,56,50,52,30,56,56,56,59,28,28,28,9,5,9,6,14,MF
L. Díaz,1,1,57,26,48,40,58,61,29,22,58,61,28,33,32,35,55,42,60,55,43,55,65,29,68,63,61,25,55,53,35,45,37,43,55,62,60,14,14,7,7,8,DF
D. Adamczyk,1,1,59,59,61,62,26,58,14,9,14,21,8,9,13,12,22,16,25,28,38,40,37,46,51,18,60,8,25,12,7,33,16,38,8,14,12,59,59,61,58,62,GK
G. Paredes,1,1,68,52,56,55,51,58,58,50,46,56,42,55,55,45,55,51,68,68,65,55,65,55,63,60,58,54,55,48,58,56,50,55,55,52,51,12,5,7,10,13,MF
N. Carrera,2,1,51,28,38,41,59,62,32,25,64,52,22,39,30,28,33,44,49,52,42,47,40,31,48,52,69,28,62,59,33,27,35,40,56,60,57,14,7,10,6,13,DF
H. Al Nowaiqi,2,1,73,39,50,55,54,53,53,38,48,54,25,54,30,36,50,52,72,73,63,52,72,40,60,63,50,42,45,55,49,47,38,42,54,56,51,12,8,12,11,6,DF
A. Bianco,1,1,58,44,59,57,57,44,47,37,59,68,40,54,41,41,71,58,61,55,58,58,81,61,62,48,35,43,58,54,37,56,48,45,49,64,63,5,6,10,7,10,MF
C. Medina,1,1,67,36,49,62,53,61,56,36,39,56,20,60,41,23,51,64,65,69,70,58,71,47,62,60,62,22,60,52,60,39,30,42,52,57,60,8,6,9,9,6,MF
J. Pattenden,2,1,81,50,55,60,46,65,55,48,42,54,49,58,51,51,52,53,80,82,82,61,84,56,56,73,71,50,42,47,57,60,45,55,42,51,46,12,11,9,9,14,MF
I. Camara,1,0,80,54,42,66,16,34,48,60,21,41,52,69,53,41,32,63,82,79,81,38,71,51,36,42,31,52,31,12,42,44,41,41,11,20,21,15,6,11,8,13,FW
H. Al Majhad,1,1,59,47,54,60,55,56,47,47,43,60,35,62,42,44,57,61,61,58,57,55,60,46,62,60,56,50,50,57,53,55,43,45,56,58,51,6,14,15,8,7,MF
T. Ablade,1,1,76,57,46,57,28,60,34,60,58,52,45,56,46,38,41,53,74,77,69,53,68,57,67,59,61,51,59,23,57,52,56,58,26,26,21,13,9,12,5,13,FW
Geng Xiaofeng,1,1,59,62,52,56,41,52,17,11,10,23,5,12,17,18,42,20,36,49,35,54,25,39,69,35,34,15,34,12,10,60,15,53,12,10,6,59,62,52,52,56,GK
L. Nåvik,1,1,67,48,57,61,44,52,53,48,39,62,44,60,52,44,59,61,69,65,65,52,64,55,56,58,51,40,44,52,54,56,53,58,35,50,45,9,7,9,12,9,MF
S. Nwabuokei,2,2,71,48,55,59,54,76,48,45,52,59,37,58,46,42,57,57,69,72,66,56,62,55,65,86,78,52,62,55,55,57,43,57,53,56,53,10,12,6,13,13,MF
L. Schaffran,1,1,62,61,59,56,28,56,11,6,15,16,8,10,15,10,22,19,26,30,25,47,37,44,46,20,62,8,29,9,10,29,12,36,14,11,11,62,61,59,56,56,GK
F. Pollock,2,1,68,46,55,61,39,50,45,49,42,62,48,61,50,39,58,63,71,66,65,45,72,50,53,66,45,31,41,29,60,58,54,55,34,47,50,9,8,10,10,6,MF
H. Szulc,1,1,84,58,39,57,17,48,28,61,56,45,42,55,36,35,32,58,82,85,63,52,59,59,63,49,54,59,26,12,49,48,53,54,12,14,14,6,13,6,5,7,FW
T. Neugebauer,2,1,63,56,57,56,56,56,52,55,44,62,44,54,42,42,57,56,61,65,61,53,63,60,61,62,53,61,54,57,61,62,43,55,57,57,55,10,7,10,10,5,MF
Juanpe Navarro,1,1,61,57,61,60,30,57,13,9,11,24,8,6,14,11,26,14,31,29,28,41,40,46,55,29,49,8,19,8,6,37,14,38,10,13,12,61,57,61,57,60,GK
S. Al Selouli,1,1,73,48,52,64,44,43,54,51,47,54,38,64,52,34,52,60,74,73,79,52,77,51,65,37,42,40,48,43,54,52,35,48,41,48,42,6,11,6,9,14,MF
M. Al Haeti,1,1,60,54,55,59,39,59,14,6,14,26,8,13,15,11,25,13,39,38,33,47,44,41,57,29,64,8,26,9,8,35,13,27,9,12,10,60,54,55,59,59,GK
B. Nelson,2,1,65,32,40,47,57,68,35,28,58,46,25,44,33,30,38,42,63,67,61,54,67,45,67,62,75,27,60,57,31,42,39,51,55,58,56,11,12,15,7,14,DF
V. Molchan,1,1,55,29,40,35,60,66,29,26,50,54,24,28,31,28,45,36,60,51,44,43,57,41,67,71,70,23,50,58,28,27,34,43,58,67,60,14,10,6,15,10,DF
T. Jenks,1,1,69,52,55,61,56,66,45,48,59,58,41,59,51,48,59,62,72,66,70,50,71,64,66,64,67,54,64,55,53,58,42,50,54,57,58,13,14,7,12,10,MF
Gao Tianyu,1,2,59,27,41,55,54,53,62,23,35,41,23,57,38,28,28,46,53,64,66,61,78,24,58,65,49,33,47,54,48,32,36,42,61,53,58,10,13,9,6,6,DF
Alhagi Touray,1,1,67,56,44,57,36,71,36,58,58,50,50,55,45,33,39,56,69,66,67,51,72,55,70,60,80,52,60,30,57,48,56,55,30,36,39,11,12,15,8,7,FW
M. Ballesteros,1,1,60,62,55,52,53,54,22,5,35,35,19,7,25,33,28,8,55,50,35,61,33,41,58,36,43,15,11,21,18,41,25,39,22,12,15,60,62,55,54,52,GK
C. Norton,1,1,82,57,49,59,31,52,36,58,52,55,55,59,54,39,49,58,84,81,60,55,68,59,50,63,52,55,37,35,54,54,58,51,21,32,30,6,12,8,8,13,MF
B. Paterson,2,2,75,42,53,56,48,57,60,39,42,59,42,57,55,36,49,55,77,73,66,45,68,50,52,70,46,36,69,51,45,43,51,39,47,50,47,7,8,15,12,12,DF
M. Kvocera,2,1,66,57,55,59,34,57,49,57,55,58,49,58,54,48,53,59,66,66,63,52,72,61,61,62,61,52,41,21,61,58,60,54,37,35,28,8,14,6,9,12,MF
E. Nuamah,1,1,82,47,46,64,24,48,48,50,37,50,41,62,44,31,39,62,81,82,81,51,80,48,54,51,51,39,35,17,56,48,49,50,29,21,23,11,8,11,9,13,MF
S. Griffin,1,1,59,40,53,54,58,61,50,32,54,55,43,51,59,49,56,54,59,59,65,53,53,48,70,67,60,44,56,58,50,52,42,54,59,58,57,10,14,9,10,11,DF
M. González,0,2,67,37,44,46,57,61,37,39,52,57,24,42,31,24,44,48,66,67,46,49,62,40,74,65,61,33,54,56,35,34,39,49,52,62,66,10,14,14,10,15,DF
M. Peltola,1,2,65,35,54,54,58,61,51,30,55,60,35,51,38,35,56,58,66,64,56,58,53,40,58,68,64,45,46,56,38,53,20,52,58,60,57,11,11,14,5,9,DF
P. Mårtensson,1,1,60,58,59,60,29,58,13,10,14,32,11,12,13,12,28,15,28,31,37,45,39,44,52,28,64,10,29,16,11,35,12,29,16,13,13,60,58,59,58,60,GK
A. Oxborough,1,1,58,59,56,57,43,56,18,10,12,29,20,14,16,14,30,24,44,42,41,55,49,42,65,33,57,17,23,26,15,41,21,26,11,20,13,58,59,56,56,57,GK
G. Plada,1,1,71,54,45,59,30,48,56,59,27,42,43,60,45,62,29,55,72,70,69,60,79,48,52,67,44,51,31,29,62,47,49,39,45,19,20,8,12,13,5,9,FW
Tan Chun Lok,1,0,67,48,56,60,42,58,52,48,48,63,33,58,38,35,56,59,71,64,70,64,82,49,61,76,50,49,55,36,63,59,42,39,40,42,49,11,8,8,14,13,MF
A. Al Aamri,1,1,60,55,56,59,30,57,11,9,13,25,7,8,13,12,30,10,30,29,38,48,46,42,60,32,35,5,16,8,5,30,18,36,12,10,14,60,55,56,57,59,GK
Á. Vaca,2,0,55,61,53,57,30,59,55,64,61,60,55,55,35,48,51,61,55,55,57,51,64,59,72,70,58,58,44,22,51,44,62,57,33,23,22,9,11,7,15,12,FW
T. Adaramola,2,1,74,49,50,57,53,53,55,48,48,53,43,55,35,39,49,54,78,71,73,53,72,55,63,56,46,47,63,54,53,46,49,40,53,54,56,15,13,12,7,6,DF
D. Lütke-Frie,1,1,65,40,58,59,52,61,49,38,41,62,40,54,46,45,64,59,66,64,76,54,72,43,65,61,66,37,48,55,49,63,40,52,57,50,51,9,11,9,11,5,MF
L. Mauragis,2,1,84,49,50,58,48,70,49,52,53,53,36,55,46,35,50,57,86,83,85,39,68,59,44,75,76,34,55,46,56,50,49,51,44,50,49,10,10,9,12,7,MF
L. Renthlei,1,1,72,27,41,50,55,67,47,25,43,42,29,46,48,31,31,44,73,71,76,50,73,30,74,75,59,24,74,59,42,41,32,49,55,57,54,6,10,9,9,12,DF
Fei Yu,0,1,64,40,55,60,53,68,46,37,44,67,46,64,38,33,63,62,63,64,56,45,50,52,70,71,74,32,51,57,47,49,36,51,52,57,47,11,9,8,6,13,MF
T. Johnson,2,1,78,24,46,53,52,62,53,22,42,49,24,50,28,33,34,52,80,76,63,51,74,20,75,66,60,25,59,52,48,50,32,43,52,55,53,11,14,13,7,11,DF
A. Robertson,1,1,67,47,57,61,50,50,44,36,55,67,44,61,49,42,66,62,69,66,58,60,76,64,59,53,42,47,63,43,63,49,55,51,50,49,57,12,8,14,5,5,MF
M. Stöcker,1,1,64,31,44,46,59,59,48,28,58,46,34,38,39,37,44,47,63,64,65,52,67,41,73,60,59,25,53,56,36,39,37,49,57,62,61,9,11,7,10,8,DF
N. Jaby,1,1,66,46,56,58,55,44,40,45,42,63,42,54,48,50,58,57,69,63,71,56,73,50,63,46,35,42,60,56,59,62,48,60,54,60,56,11,10,14,9,12,MF
T. Rekdal,1,1,66,52,60,59,42,56,54,50,48,62,46,58,59,58,61,61,65,66,61,55,68,55,63,65,56,57,43,42,50,61,48,55,35,47,46,11,5,10,11,6,MF
A. Musi,1,1,78,50,51,63,27,50,51,50,48,55,38,62,55,35,47,61,80,77,84,45,72,55,56,61,47,50,40,25,50,51,50,59,20,30,25,14,12,10,10,14,MF
I. Lefrancq,1,1,69,52,52,65,26,42,52,51,32,55,43,67,48,48,47,62,72,67,75,38,77,55,69,45,42,52,32,25,51,53,50,57,23,28,28,12,12,13,13,13,MF
J. Wilson-Esbrand,2,1,75,32,45,59,54,54,53,28,50,46,28,63,37,37,38,50,77,73,62,55,82,34,62,56,51,32,58,53,53,43,45,44,50,59,58,5,15,12,5,8,DF
G. Wickens,1,1,58,57,62,61,30,55,20,8,22,56,5,11,12,10,58,19,35,22,29,50,25,47,59,24,50,6,30,26,9,55,15,31,20,17,20,58,57,62,55,61,GK
K. Kostorz,1,1,78,53,56,57,39,53,56,57,52,61,51,58,47,46,49,56,77,78,56,53,64,58,56,49,58,42,43,21,55,59,45,61,34,48,46,7,14,12,10,9,MF
J. Harris,1,1,67,48,54,54,54,70,53,43,53,62,42,50,34,38,54,53,66,67,66,58,66,61,73,68,73,46,64,58,55,52,40,56,55,52,48,14,5,9,13,14,DF
A. Abid,1,0,70,49,54,65,19,36,58,55,28,54,55,65,62,54,42,64,78,63,83,41,82,47,71,46,31,41,28,17,35,57,49,41,14,23,21,7,6,8,11,11,FW
A. Kuruniyan,2,1,88,48,48,58,45,57,54,47,45,50,39,56,44,42,36,53,85,90,83,55,79,54,48,65,60,46,42,46,53,48,43,46,46,45,44,14,10,6,14,8,MF
W. Ramírez,1,1,61,60,58,53,22,55,13,9,13,16,9,9,11,11,30,13,22,22,38,55,48,44,65,20,42,8,19,15,9,35,20,33,9,15,11,61,60,58,55,53,GK
G. Tunjov,1,1,64,43,56,59,52,53,46,36,59,65,44,60,43,47,60,60,66,62,51,63,64,50,53,49,51,45,63,50,59,53,48,49,48,53,56,11,13,12,15,12,MF
P. Mattsson,1,1,59,47,56,61,55,59,49,45,50,63,43,58,43,43,60,64,57,61,65,55,63,55,62,61,59,44,55,54,53,52,35,58,55,58,53,15,11,7,12,14,MF
J. Vom Steeg,1,1,59,60,54,57,27,52,13,8,13,28,8,7,12,14,29,15,26,29,22,55,22,41,31,32,65,7,26,6,5,14,12,37,8,13,11,59,60,54,52,57,GK
H. Muller,1,2,63,29,43,48,58,64,23,26,57,59,29,49,25,32,52,47,62,63,54,43,50,40,68,62,69,22,55,57,28,35,36,42,56,60,62,14,10,5,7,7,DF
P. Schulz,1,1,54,41,52,52,59,63,46,35,61,58,37,51,47,45,55,52,55,54,55,56,58,51,68,55,68,41,57,59,40,50,51,46,58,59,55,6,7,10,8,5,DF
P. Campos,2,0,77,56,47,63,28,37,52,56,44,47,54,64,54,45,41,63,73,80,62,45,82,65,49,34,40,46,32,25,57,43,63,54,21,32,30,9,14,7,14,8,FW
O. Saeed,1,1,68,34,44,52,56,64,46,35,49,46,27,51,46,31,45,49,67,68,61,48,72,35,69,67,60,31,70,54,41,39,38,50,51,61,63,6,13,6,15,6,DF
J. McEneff,1,1,64,49,57,59,42,44,50,51,31,59,44,59,49,52,58,56,66,62,67,59,66,43,44,55,39,52,41,38,56,62,49,58,41,49,43,13,8,8,9,9,MF
N. Rossen,1,1,71,51,60,61,54,46,55,48,51,65,53,62,53,45,66,58,68,73,64,55,70,60,51,38,49,47,48,54,54,59,60,57,52,55,57,10,6,11,6,9,MF
L. Guillén,1,1,60,54,50,64,22,57,14,7,12,19,8,6,14,14,28,17,23,21,38,47,25,38,33,35,69,9,19,14,7,28,14,28,9,14,13,60,54,50,57,64,GK
M. Kitching,1,1,68,34,47,53,55,68,51,32,52,54,31,53,38,26,44,52,67,69,57,53,53,43,71,68,72,29,55,54,40,42,35,48,55,56,54,10,12,9,15,10,DF
H. Tebily,1,1,72,57,52,60,22,57,58,62,53,55,54,62,42,37,52,58,76,68,61,48,62,51,64,61,62,53,40,19,56,45,60,52,15,21,20,13,12,7,15,12,FW
Shin Won Ho,1,1,79,31,52,57,52,56,57,22,49,56,28,55,39,41,49,54,78,80,78,51,71,43,69,53,57,35,52,49,60,47,24,43,50,57,55,11,11,11,11,12,DF
Ling Jie,1,1,73,58,41,59,17,45,34,63,48,46,56,64,52,33,32,49,74,72,72,56,70,59,55,64,38,44,35,13,65,46,52,42,12,16,13,12,10,12,15,11,FW
Hwang Sung Min,1,1,58,59,59,55,39,61,11,20,14,25,20,15,12,13,20,22,42,34,19,47,52,44,83,31,54,16,22,16,14,62,17,64,15,15,12,58,59,59,61,55,GK
A. Pierre,1,1,59,56,62,59,19,58,9,3,7,38,3,7,19,11,27,18,14,27,38,47,34,47,53,34,57,4,21,5,3,21,19,39,7,11,12,59,56,62,58,59,GK
S. McEleney,1,1,32,33,45,46,55,73,35,27,58,53,23,42,33,28,45,55,32,32,31,55,33,54,47,58,83,24,71,56,41,48,33,60,55,53,55,12,9,10,14,12,DF
A. Univaso,1,0,44,62,45,43,24,68,30,67,66,58,56,41,33,28,34,47,34,53,34,42,52,63,73,54,79,52,58,15,63,53,64,48,15,24,23,11,6,8,15,12,FW
Sun Shilin,1,2,72,56,54,58,59,70,45,49,53,57,43,56,60,58,55,54,74,71,72,55,74,70,53,81,66,65,72,61,55,54,47,53,58,62,58,7,8,9,11,10,MF
A. Rajamohan,2,2,62,52,53,58,39,62,52,54,41,55,38,57,44,38,52,61,60,64,53,56,68,56,74,68,62,48,50,27,62,58,42,57,35,48,45,11,9,9,8,8,FW
A. Parra,1,1,69,43,49,52,52,55,55,44,50,60,29,45,35,41,51,55,68,69,60,50,70,43,64,60,55,40,48,52,40,28,55,55,50,55,54,7,6,7,14,14,DF
J. Schwirten,1,1,60,57,59,60,42,51,54,58,35,64,56,60,61,45,57,61,62,58,63,57,57,60,54,53,54,55,39,44,55,60,52,60,40,42,46,12,10,14,8,13,MF
D. Skundrich,1,1,64,45,57,58,56,67,52,43,60,64,39,56,44,42,62,60,61,66,58,59,63,52,69,70,65,38,68,50,59,53,57,53,58,58,50,13,12,12,12,8,MF
A. Al Hejaili,1,0,77,49,55,63,39,50,52,51,39,57,42,61,53,52,54,60,78,77,76,57,87,48,56,56,47,44,46,37,54,55,49,48,39,40,39,11,13,13,13,13,MF
M. Gono,1,2,68,47,56,59,49,62,53,41,49,64,48,57,49,51,57,62,67,69,63,63,72,52,68,72,58,51,57,57,49,47,55,41,39,54,44,10,14,12,15,12,MF
S. Perkins,1,0,67,56,48,58,24,55,43,56,55,53,48,57,48,42,42,59,66,68,59,57,65,58,72,55,56,55,49,20,59,51,58,57,21,20,20,13,14,6,12,11,FW
Álex Primo,1,1,61,58,50,60,36,54,10,8,11,26,6,8,10,12,28,15,39,31,35,54,42,38,58,24,39,6,20,9,7,36,14,31,7,12,10,61,58,50,54,60,GK
O. Dumont,1,1,63,47,61,61,51,45,58,42,52,64,53,58,55,56,62,62,59,67,73,50,65,58,58,51,38,48,52,52,50,62,41,57,49,52,47,6,6,14,8,5,MF
J. Lunney,1,1,57,52,57,62,54,56,54,49,44,61,48,62,50,52,54,59,60,54,69,56,68,58,54,65,57,55,43,58,50,57,54,59,55,57,47,15,10,14,15,9,MF
A. Segecic,2,1,73,51,51,64,32,47,45,54,31,54,39,63,49,39,51,63,72,73,68,52,86,50,56,48,43,49,55,32,54,53,41,55,37,26,36,12,15,15,12,11,MF
M. Hagemoser,1,1,59,56,58,60,24,57,12,8,14,23,7,14,10,13,19,12,28,17,24,46,28,44,34,28,63,6,25,12,7,39,13,30,7,10,14,59,56,58,57,60,GK
H. Shaian,1,1,55,57,55,59,48,58,20,11,15,21,13,11,15,15,17,20,48,48,38,58,40,41,40,36,65,19,18,17,10,42,22,56,17,15,15,55,57,55,58,59,GK
M. Al Abdulmunem,2,1,75,55,39,58,19,58,34,59,55,43,57,59,34,32,31,56,73,77,70,54,63,54,75,55,62,48,46,17,58,45,49,43,16,12,12,9,12,11,11,9,FW
Choi Young Eun,1,1,58,58,47,61,19,54,11,6,14,22,8,10,10,13,20,14,21,16,24,52,39,35,41,24,63,6,16,7,6,27,12,32,7,13,14,58,58,47,54,61,GK
D. Mazou-Sacko,1,1,63,45,56,59,52,55,44,35,61,67,42,57,42,39,65,64,62,63,54,55,67,62,61,58,51,49,61,50,54,49,52,51,47,52,61,7,14,13,11,6,MF
P. Omochere,2,1,72,55,51,58,40,70,47,57,50,56,45,57,44,43,52,58,70,73,70,51,66,55,70,68,78,53,53,41,56,49,51,48,42,36,35,8,12,12,6,15,FW
D. Massey,1,1,45,51,57,54,58,59,56,48,56,56,46,53,61,63,57,54,46,44,53,63,51,56,63,52,61,54,62,58,54,58,50,56,59,57,56,16,10,14,11,14,DF
R. Began,1,1,62,55,53,55,32,56,10,6,12,37,5,5,12,13,35,13,31,33,50,58,44,40,77,45,71,6,45,6,6,31,12,21,8,12,11,62,55,53,56,55,GK
Zhang Yuan,1,1,77,39,50,60,55,68,51,31,59,53,31,65,48,35,51,50,75,78,68,58,64,56,59,65,75,38,56,54,52,47,37,50,55,54,55,13,8,8,13,7,DF
A. Al Bukhari,1,1,73,34,52,54,54,62,57,28,44,53,23,55,57,55,51,53,72,73,62,49,45,39,73,60,61,40,62,56,48,45,36,42,52,57,54,11,12,11,9,6,DF
M. Torrealba,1,1,74,56,46,59,25,51,52,59,43,48,51,59,36,35,37,58,73,74,66,54,64,57,44,59,56,50,29,17,59,47,46,48,22,28,22,7,15,14,6,8,FW
N. Persson,1,0,75,51,51,59,48,51,55,53,48,55,39,57,42,44,48,58,74,76,75,53,73,52,55,72,45,49,40,50,54,48,48,50,48,48,46,6,8,8,6,13,MF
M. Sprang,1,1,58,63,56,54,17,54,12,12,12,19,12,11,13,14,25,10,18,16,19,57,29,42,32,32,38,10,12,10,11,59,11,18,8,14,13,58,63,56,54,54,GK
Filipe Sissé,1,1,67,45,56,61,47,53,50,45,50,62,36,60,40,36,60,63,66,68,63,54,64,52,52,58,50,41,54,52,56,57,40,60,38,51,50,9,11,12,8,7,MF
J. Gal,1,1,60,49,65,61,18,63,12,5,10,24,7,12,14,14,25,18,16,20,37,46,36,49,49,26,67,8,25,11,8,26,15,28,6,14,14,60,49,65,63,61,GK
C. Kavanagh,1,1,76,57,45,58,19,57,29,59,54,52,53,61,49,30,39,54,75,77,61,47,55,57,60,62,61,54,41,13,59,57,58,55,16,14,16,8,13,11,9,7,FW
K. Adedoyin,2,0,72,58,49,61,34,63,48,61,52,51,51,64,52,51,46,59,68,75,61,49,65,59,63,57,68,55,58,20,54,47,49,52,31,40,31,9,13,14,13,6,FW
L. Valente,1,1,59,46,58,61,37,53,47,42,47,65,39,60,49,40,60,63,51,65,64,54,56,56,50,38,60,44,56,29,45,64,48,60,37,40,32,14,15,7,14,9,MF
T. Pieńko,1,1,65,56,48,60,18,60,32,57,56,56,45,61,38,29,52,60,67,63,64,61,53,56,65,71,66,54,31,12,55,54,57,53,13,15,12,12,11,10,15,13,FW
K. de Wit,1,1,69,48,58,62,40,47,48,47,50,63,53,61,59,47,61,62,69,69,64,57,74,55,52,53,45,39,42,24,47,59,57,58,41,47,41,13,9,11,7,6,MF
E. Dutu,1,2,64,29,40,37,60,61,33,27,56,45,30,29,23,26,51,41,63,64,46,54,52,36,74,59,66,24,48,56,25,36,38,43,58,66,58,7,8,7,11,12,DF
R. Castellanos,1,2,56,24,38,41,57,68,28,20,62,44,28,34,26,20,56,51,55,56,35,50,45,33,78,56,80,22,48,50,24,32,35,44,60,59,52,6,11,6,12,7,DF
